POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6447,0,0,0,12,12,21,0,0,0,0,0,5,0,0,0,13,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,35,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,44,91,0,0,0,0,0,0,48,44,91,9,5,14,0,0,0,90,77,165
POA6448,0,0,0,21,21,43,0,0,0,4,6,8,0,0,0,25,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,47,29,73,0,0,0,116,81,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,102,192,0,0,0,0,0,0,90,102,192,26,27,57,3,0,3,227,214,439
POA6450,29,61,91,660,749,1407,0,0,0,90,97,189,0,0,0,717,797,1519,16,35,49,8,9,18,44,69,117,0,8,7,70,92,161,0,6,4,35,38,74,43,45,89,86,102,184,7,8,18,28,29,58,165,214,382,299,312,611,9,8,19,2298,2616,4907,6,9,18,10,10,19,0,3,5,3,3,10,0,0,5,11,17,21,17,20,36,3345,3034,6376,16,12,27,7,8,17,3361,3050,6415,888,744,1627,17,8,25,6625,6517,13143
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,55,59,113,0,0,0,0,3,4,0,0,0,78,69,147,0,0,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,5,0,10,0,0,0,0,0,0,13,15,32,8,9,15,0,0,0,169,174,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,132,114,243,0,0,0,0,5,4,136,116,253,44,43,86,0,0,0,347,334,689
POA6461,0,0,0,48,45,92,0,0,0,3,0,3,0,0,0,17,32,53,0,0,0,0,0,0,12,9,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,11,12,21,6,8,8,0,0,0,100,104,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,101,230,0,0,0,0,0,0,130,101,230,33,19,48,0,0,0,258,224,483
POA6462,0,0,0,16,8,20,0,0,0,0,6,11,0,0,0,7,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,18,9,11,20,0,0,0,43,45,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,58,0,0,0,0,0,0,31,27,59,10,7,15,0,0,0,87,79,164
POA6463,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,8,8,14,0,0,0,0,0,0,17,12,28
POA6465,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,12,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,0,0,0,0,0,0,7,8,10,3,5,7,0,0,0,18,18,39
POA6466,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,4,14,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,21,0,0,0,0,0,0,13,6,21,0,0,0,0,0,0,21,17,42
POA6467,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,0,0,0,0,0,0,5,7,10,0,4,4,0,0,0,15,16,28
POA6468,0,0,0,7,19,25,0,0,0,0,0,0,0,0,0,22,21,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,4,0,4,0,0,0,42,38,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32,72,0,0,0,0,0,0,42,32,72,18,17,37,0,0,0,100,89,191
POA6470,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,13,12,24
POA6472,0,0,0,18,15,32,0,0,0,0,0,0,0,0,0,14,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,6,0,3,8,4,8,42,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,52,0,0,0,0,0,0,31,19,52,9,5,9,0,0,0,87,58,145
POA6473,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8,7,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,15,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,0,0,5,13,19,3,0,3,0,0,0,22,34,53
POA6475,0,0,0,29,24,62,0,0,0,0,0,0,0,0,0,30,23,56,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,85,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,87,73,157,0,0,0,0,0,0,90,73,159,12,10,22,0,0,0,186,143,331
POA6476,0,0,0,7,7,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,0,0,0,0,0,0,10,4,19,5,6,7,0,0,0,23,23,42
POA6477,0,0,0,15,32,39,0,0,0,0,0,0,0,0,0,18,15,28,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,15,10,3,11,0,0,0,53,57,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,42,93,0,0,0,0,0,0,50,41,93,13,10,26,0,0,0,118,111,226
POA6479,4,0,3,32,24,51,0,0,0,3,0,8,0,0,0,34,40,80,27,30,51,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,9,0,0,0,0,4,3,15,22,31,20,21,41,0,0,0,141,148,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,81,199,0,0,4,0,0,0,120,80,196,49,39,82,0,0,0,310,264,577
POA6480,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,9,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,0,0,0,0,0,0,9,3,17,0,0,3,0,0,0,21,16,37
POA6484,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,17,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,6,5,9,3,0,3,0,0,0,20,18,37
POA6485,0,0,0,46,54,99,0,0,0,0,4,4,0,0,0,27,24,49,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,3,6,0,4,10,0,4,3,0,0,0,0,0,0,6,6,13,10,4,15,0,0,0,106,96,203,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,76,170,0,0,0,0,0,0,97,76,171,28,22,50,0,0,0,229,198,436
POA6487,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,19,17,38
POA6488,0,0,0,9,12,25,0,0,0,0,0,0,0,0,0,18,7,25,0,0,0,5,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,3,0,0,0,28,29,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,68,0,0,0,0,0,0,42,34,68,9,10,24,0,0,0,77,69,154
POA6489,0,0,0,12,4,13,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,20,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,43,0,0,0,0,0,0,21,23,43,10,3,10,0,0,0,49,44,89
POA6490,0,0,0,21,15,36,0,0,0,3,0,3,0,0,0,7,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,6,0,0,0,34,44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,52,116,0,0,0,0,0,0,62,52,116,33,31,64,0,0,0,130,125,250
POA6501,3,3,6,58,90,146,0,0,0,5,5,11,0,0,0,76,60,135,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,8,0,4,6,10,6,12,0,0,0,7,3,12,9,7,19,5,9,17,0,0,0,178,197,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,216,451,0,0,0,3,0,5,243,217,456,37,35,63,0,0,0,453,456,908
POA6502,0,3,4,71,87,162,0,0,0,5,9,9,0,0,0,89,107,199,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,3,4,5,16,8,9,15,4,0,5,0,3,4,11,18,26,24,25,46,0,0,0,226,266,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,257,236,497,0,0,0,0,4,4,257,244,494,98,84,186,3,0,3,592,594,1187
POA6503,10,20,32,145,173,324,0,0,0,13,6,23,0,0,0,202,175,380,0,0,0,0,5,7,12,11,18,0,3,5,0,0,3,0,0,0,0,9,7,5,10,15,25,29,52,0,0,0,12,5,11,49,45,93,38,37,73,0,0,0,507,512,1015,0,0,9,5,3,8,0,0,0,0,0,0,0,0,0,8,4,6,8,4,6,542,445,990,0,0,0,3,3,5,549,450,997,118,99,220,14,10,17,1204,1102,2303
POA6504,0,0,0,18,10,26,0,0,0,0,4,3,0,0,0,11,20,34,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,6,5,3,3,5,5,3,7,0,0,0,44,48,98,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,62,0,0,0,0,0,0,36,28,62,29,20,51,0,0,0,115,101,219
POA6505,0,0,0,12,10,18,0,0,0,0,0,0,0,0,0,12,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,37,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,49,0,0,0,0,0,0,29,20,49,4,5,11,0,0,0,69,58,126
POA6506,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,14,11,26,3,6,12,0,0,0,36,28,59
POA6507,0,0,0,61,50,107,0,0,0,0,0,3,0,0,0,41,28,71,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,5,5,8,0,0,0,3,3,3,10,5,10,11,7,19,0,3,3,134,103,236,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,160,110,263,4,0,4,0,0,0,156,110,266,166,70,238,8,0,5,471,285,755
POA6509,0,0,0,9,5,12,0,0,0,0,0,4,0,0,0,28,13,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,39,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,49,0,0,0,0,0,0,22,30,49,26,26,49,0,0,0,89,82,171
POA6510,5,4,7,135,161,293,0,0,0,20,21,40,0,0,0,185,206,396,0,0,0,0,3,4,0,0,3,0,0,0,4,4,6,3,5,4,0,4,5,0,0,0,9,6,13,0,0,0,0,0,7,33,35,70,17,27,41,5,0,3,415,474,883,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,4,7,3,10,411,354,763,0,0,4,0,0,0,413,355,762,153,131,288,51,0,51,1043,963,2005
POA6511,0,3,8,47,43,91,0,0,0,0,4,3,0,0,0,38,42,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,0,6,6,17,0,0,0,0,0,0,10,13,25,3,3,5,0,0,0,116,119,235,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,100,240,0,0,0,0,0,0,139,103,242,13,18,35,0,0,0,276,248,520
POA6512,0,0,0,10,10,24,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,0,7,0,0,0,20,29,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,29,0,0,0,0,0,0,18,7,29,5,5,11,0,0,0,49,38,85
POA6513,0,0,0,16,24,35,0,0,0,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,4,0,4,4,0,4,0,0,0,28,40,65,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,3,6,6,36,30,65,0,0,0,0,0,0,36,30,65,12,7,23,0,0,0,84,82,166
POA6514,3,0,3,72,70,138,0,0,0,4,0,4,0,0,0,40,50,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,5,0,5,0,0,0,8,11,22,0,4,7,0,0,0,144,148,290,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,7,5,0,7,5,151,99,254,0,0,0,0,0,3,152,102,259,29,26,52,0,0,0,327,289,618
POA6515,0,6,6,21,28,52,0,0,0,0,0,0,0,0,0,23,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,11,12,20,5,7,14,0,0,0,67,61,127,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,56,133,0,0,0,0,0,0,80,56,133,36,26,67,0,0,0,182,153,337
POA6516,0,4,6,145,145,292,0,0,0,9,7,19,0,0,0,116,150,266,0,0,0,0,3,3,0,0,0,0,0,0,5,10,14,0,0,0,5,0,0,0,0,0,12,13,30,0,0,0,0,0,0,18,25,35,11,20,30,0,0,0,324,376,696,7,5,10,4,6,3,0,0,0,0,0,0,0,0,0,4,7,14,4,7,14,550,488,1042,6,0,9,0,0,0,558,492,1052,107,98,203,8,0,14,1013,981,1995
POA6517,0,0,0,44,32,80,0,0,0,0,0,0,0,0,0,29,31,60,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,6,0,3,3,5,0,6,14,13,27,5,3,12,0,0,0,102,89,187,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,65,149,0,0,0,0,0,0,85,65,148,38,33,71,0,4,5,224,190,416
POA6518,0,0,0,19,16,39,0,0,0,0,0,0,0,0,0,12,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,0,0,0,10,7,17,4,4,8,0,0,0,53,48,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,92,0,0,0,0,0,0,50,43,95,23,20,41,0,0,0,125,106,229
POA6519,0,6,0,50,48,104,0,0,0,3,3,3,0,0,0,47,42,93,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,7,8,19,5,9,4,0,0,0,124,120,243,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,104,232,0,0,3,0,0,0,126,104,230,61,58,119,3,0,0,327,284,612
POA6521,0,0,3,33,21,52,0,0,0,4,3,5,0,0,0,27,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,3,4,0,0,0,3,4,7,8,12,20,9,5,10,0,0,0,87,73,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,70,167,0,0,0,0,0,0,101,69,170,19,18,36,3,4,9,216,164,381
POA6522,0,0,0,36,30,65,0,0,0,3,0,3,0,0,0,39,40,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,6,11,19,3,0,4,0,0,0,100,84,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,107,234,0,0,0,0,0,0,129,107,229,63,52,110,0,0,0,289,241,530
POA6525,8,19,28,322,400,725,0,0,0,10,10,23,0,0,0,264,301,569,0,0,0,8,5,9,0,0,0,0,0,0,6,14,19,0,0,0,4,10,21,5,6,11,37,20,58,0,0,0,6,10,19,49,77,126,24,29,55,0,0,0,741,886,1632,0,3,4,3,6,9,0,0,0,0,0,0,0,0,0,0,7,13,0,7,13,889,773,1660,3,0,6,4,7,6,899,780,1677,307,238,545,0,0,4,1960,1942,3899
POA6528,6,0,7,36,41,72,0,0,0,0,0,0,0,0,0,37,48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,6,4,11,4,6,15,0,0,0,84,101,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,79,68,150,0,0,3,0,0,0,83,75,154,16,13,28,0,0,0,184,193,382
POA6530,94,201,295,1771,2191,3964,0,0,0,171,171,339,0,0,0,3379,4063,7444,25,29,55,31,18,50,92,136,226,19,21,38,40,86,126,3,0,4,67,90,151,220,271,489,138,135,274,27,42,67,81,87,168,291,405,699,374,477,849,7,5,16,6743,8232,14967,93,73,165,254,284,533,5,9,18,0,4,7,17,14,24,47,59,106,63,70,137,7029,6420,13449,31,27,63,17,33,53,7083,6479,13563,1887,1736,3622,22,22,39,16239,17098,33342
POA6532,28,35,62,453,495,944,0,0,0,25,34,55,0,0,0,669,758,1428,5,3,12,3,5,15,9,19,26,0,0,0,20,20,31,0,0,0,10,10,22,40,51,92,41,32,69,0,5,3,12,19,30,54,72,131,101,101,206,0,0,3,1435,1626,3061,0,3,9,17,16,32,0,4,8,0,0,0,0,0,0,7,11,15,7,11,15,1601,1432,3032,9,3,10,0,3,7,1604,1442,3045,363,307,671,10,4,12,3473,3452,6925
POA6535,4,7,7,150,170,325,0,0,0,4,4,9,0,0,0,164,167,332,3,0,3,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,3,0,4,15,10,21,0,0,0,0,3,3,32,42,76,19,14,34,0,0,0,399,429,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,346,277,624,0,0,0,0,0,4,347,277,630,138,124,262,0,0,0,895,834,1732
POA6536,6,12,20,205,221,429,0,0,0,15,18,33,0,0,0,150,178,327,3,4,6,12,7,13,5,8,16,0,0,0,5,6,11,0,0,0,5,3,9,0,5,6,27,24,49,0,6,8,0,3,3,36,45,80,18,23,39,5,0,5,486,543,1026,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,3,0,7,3,0,7,557,452,1009,4,0,8,0,0,0,564,449,1014,196,183,375,7,3,13,1267,1203,2469
POA6537,5,20,26,202,173,379,0,0,0,19,18,41,0,0,0,176,187,360,9,5,12,5,3,14,3,5,9,0,0,0,0,3,9,0,0,0,7,4,9,10,21,33,24,21,47,0,0,3,0,0,5,27,34,59,20,27,43,0,0,0,510,513,1019,0,0,3,3,0,9,0,0,3,0,0,0,0,0,0,4,3,4,4,3,4,595,524,1114,0,3,5,3,0,5,599,523,1122,262,253,515,5,8,16,1392,1332,2720
POA6556,5,7,18,109,134,244,0,0,0,13,6,17,0,0,0,78,97,174,0,3,0,0,0,0,6,9,17,4,3,8,0,3,6,0,0,0,4,3,9,0,0,0,12,12,20,0,0,0,0,3,4,8,15,21,24,25,46,0,0,0,262,314,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,17,6,13,17,577,537,1120,5,0,6,0,5,4,583,545,1125,64,64,130,0,0,0,927,939,1868
POA6558,0,3,3,64,58,120,0,0,0,6,5,8,0,0,0,36,51,82,0,0,0,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,10,5,11,0,0,0,3,3,10,0,0,0,3,0,6,4,6,7,8,11,17,0,0,0,136,146,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,4,7,175,188,360,0,0,6,0,0,3,174,191,365,1875,26,1901,0,0,0,2185,371,2556
POA6560,7,11,12,85,98,178,0,0,0,8,10,19,0,0,0,107,108,214,3,4,10,0,0,0,0,0,0,0,4,4,0,3,7,0,0,0,6,13,24,0,0,0,5,4,5,0,0,0,0,4,8,6,9,14,12,14,25,0,0,0,242,275,515,0,0,0,0,6,6,0,0,4,0,0,0,0,0,0,3,4,4,3,4,4,341,320,658,3,0,3,0,9,13,343,330,672,57,69,129,0,0,0,654,686,1340
POA6562,3,5,11,92,107,194,0,0,0,3,12,16,0,0,0,80,99,179,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,7,15,0,0,0,0,0,0,9,17,28,19,23,40,0,0,0,225,270,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,7,9,352,326,676,4,0,8,0,0,0,356,332,685,84,81,162,0,0,0,668,688,1357
