"Table_Number","Year","Measure","Indigenous_Status","Remoteness","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.32","2018","Overcrowding","All people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","6.3","4.1","2.3","1.7","3.0","3.3","1.3","na","4.3",""
"18A.33","2022","Overcrowding","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.1","3.8","23.5","9.0","30.4","na","..","na","14.1",""
"18A.33","2021","Overcrowding","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.4","3.5","24.3","8.3","30.8","na","..","na","14.8",""
"18A.33","2020","Overcrowding","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.7","2.9","24.3","8.4","33.0","na","..","na","14.5",""
"18A.33","2019","Overcrowding","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","8.9","8.5","23.8","9.1","36.3","na","..","na","16.0",""
"18A.33","2018","Overcrowding","Aboriginal and Torres Strait Islander","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","na","4.1","23.9","9.1","28.5","na","..","na","na",""
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Public housing","","Public housing","Households; at 30 June","Total (with bedroom details known)","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","9317","3389","9389","8874","2921","418","977","2619","","37904"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","537","360","1190","855","178","42","84","365","","3611"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.8","10.6","12.7","9.6","6.1","10.0","8.6","13.9","","9.5"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total (with bedroom details known)","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","3894","..","3180","..","1214","157","..","4882","","13327"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","278","..","517","..","102","8","..","2613","","3518"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.1","..","16.3","..","8.4","5.1","..","53.5","","26.4"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Community housing","","Community housing","Households; at 30 June","Total (with bedroom details known)","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","5795","674","1651","1122","991","491","15","na","","10739"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","241","25","69","64","66","38","0","na","","503"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Community housing","","Community housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","4.2","3.7","4.2","5.7","6.7","7.7","0","na","","4.7"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Total (with bedroom details known)","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2661","1171","3251","2037","632","na","..","na","","9752"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","190","44","764","183","192","na","..","na","","1373"
"18A.34","2022","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Indigenous community housing","","Indigenous community housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","7.1","3.8","23.5","9.0","30.4","na","..","na","","14.1"
"18A.34","2021","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Public housing","","Public housing","Households; at 30 June","Total (with bedroom details known)","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","8929","3036","8799","8630","2669","554","973","2620","","36210"
"18A.34","2021","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","477","326","1006","751","175","61","73","336","","3205"
"18A.34","2021","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","Public housing","","Public housing","Households; at 30 June","Living in overcrowded conditions","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","%","5.3","10.7","11.4","8.7","6.6","11.0","7.5","12.8","","8.9"
"18A.34","2021","Overcrowding","Aboriginal and Torres Strait Islander people","All areas","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Households; at 30 June","Total (with bedroom details known)","Aboriginal and Torres Strait Islander","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","4285","..","3170","..","1294","211","..","4899","","13859"
