Table_Number,Year,Measure,Age,Indigenous_Status,Remoteness,Service_Type,Client_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Domestic/family violence services,,,Support needs of clients; summary (closed support periods),Domestic/family violence services,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,58.3,80.7,76.3,79.0,88.0,49.5,34.4,87.6,76.2
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Domestic/family violence services,,,Support needs of clients; summary (closed support periods),Domestic/family violence services,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.0,0.8,4.6,3.2,0.7,10.1,13.7,0.7,2.4
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Domestic/family violence services,,,Support needs of clients; summary (closed support periods),Domestic/family violence services,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,12055.0,32826.0,8189.0,6553.0,3433.0,545.0,503.0,2858.0,66151.0
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Immigration/cultural services,,,Support needs of clients; summary (closed support periods),Immigration/cultural services,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,89.5,94.0,91.6,98.6,95.1,90.2,68.3,76.3,93.0
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Immigration/cultural services,,,Support needs of clients; summary (closed support periods),Immigration/cultural services,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,10.5,6.0,8.4,1.4,4.9,9.8,31.7,23.7,7.0
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Immigration/cultural services,,,Support needs of clients; summary (closed support periods),Immigration/cultural services,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,71.6,69.7,63.4,90.1,77.8,64.7,37.2,65.3,76.3
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Immigration/cultural services,,,Support needs of clients; summary (closed support periods),Immigration/cultural services,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,5.2,7.9,11.7,3.7,5.7,17.6,11.6,4.1,5.8
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Immigration/cultural services,,,Support needs of clients; summary (closed support periods),Immigration/cultural services,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,3527.0,3714.0,992.0,4913.0,790.0,51.0,164.0,918.0,14822.0
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Other specialist services,,,Support needs of clients; summary (closed support periods),Other specialist services,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,84.6,84.9,90.6,90.6,98.2,80.4,74.0,96.3,87.7
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Other specialist services,,,Support needs of clients; summary (closed support periods),Other specialist services,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,15.4,15.1,9.4,9.4,1.8,19.6,26.0,3.7,12.3
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Other specialist services,,,Support needs of clients; summary (closed support periods),Other specialist services,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,54.1,44.4,47.5,43.2,24.5,49.5,21.0,56.1,46.3
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Other specialist services,,,Support needs of clients; summary (closed support periods),Other specialist services,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,11.2,19.2,11.2,20.0,57.8,11.9,22.3,10.6,18.5
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,Other specialist services,,,Support needs of clients; summary (closed support periods),Other specialist services,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,10525.0,9568.0,5704.0,4421.0,3049.0,596.0,547.0,1393.0,35040.0
19A.12,2019-20,Addressing client needs,All ages,All people,All areas,,,,Support needs of clients; summary (closed support periods),Total clients who needed homelessness services,,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,51359.0,91157.0,33161.0,20740.0,13661.0,4557.0,2438.0,7618.0,222647.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Accommodation/accommodation related assistance,,,Support needs of clients; summary (closed support periods),Accommodation/accommodation related assistance,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,49.3,55.5,69.4,89.7,82.5,72.9,57.8,88.9,62.6
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Accommodation/accommodation related assistance,,,Support needs of clients; summary (closed support periods),Accommodation/accommodation related assistance,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,50.7,44.5,30.6,10.3,17.5,27.1,42.2,11.1,37.4
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Accommodation/accommodation related assistance,,,Support needs of clients; summary (closed support periods),Accommodation/accommodation related assistance,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.0,32.6,41.8,64.7,23.3,28.5,22.3,76.5,35.3
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Accommodation/accommodation related assistance,,,Support needs of clients; summary (closed support periods),Accommodation/accommodation related assistance,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,18.0,10.4,13.7,12.8,42.2,26.0,18.8,3.9,15.5
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Accommodation/accommodation related assistance,,,Support needs of clients; summary (closed support periods),Accommodation/accommodation related assistance,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,33532.0,39399.0,22614.0,12444.0,6732.0,4266.0,1712.0,4175.0,122510.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Assistance to sustain housing tenure,,,Support needs of clients; summary (closed support periods),Assistance to sustain housing tenure,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,76.7,83.9,88.8,94.8,99.2,69.3,80.1,92.3,83.5
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Assistance to sustain housing tenure,,,Support needs of clients; summary (closed support periods),Assistance to sustain housing tenure,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,23.3,16.1,11.2,5.2,0.8,30.7,19.9,7.7,16.5
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Assistance to sustain housing tenure,,,Support needs of clients; summary (closed support periods),Assistance to sustain housing tenure,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,65.3,74.4,75.4,81.5,97.5,53.2,70.3,81.2,72.8
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Assistance to sustain housing tenure,,,Support needs of clients; summary (closed support periods),Assistance to sustain housing tenure,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,4.2,3.0,3.6,3.4,0.2,9.4,3.3,5.7,3.5
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Assistance to sustain housing tenure,,,Support needs of clients; summary (closed support periods),Assistance to sustain housing tenure,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,21386.0,28040.0,11784.0,3749.0,2626.0,977.0,811.0,1075.0,69351.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Mental health services,,,Support needs of clients; summary (closed support periods),Mental health services,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,55.8,60.4,72.6,77.0,79.9,48.9,64.2,73.1,63.1
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Mental health services,,,Support needs of clients; summary (closed support periods),Mental health services,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,44.2,39.6,27.4,23.0,20.1,51.1,35.8,26.9,36.9
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Mental health services,,,Support needs of clients; summary (closed support periods),Mental health services,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.0,31.5,30.7,24.3,2.0,31.9,13.6,34.1,26.3
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Mental health services,,,Support needs of clients; summary (closed support periods),Mental health services,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,19.1,16.7,23.5,32.9,76.3,9.4,36.2,19.4,22.2
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Mental health services,,,Support needs of clients; summary (closed support periods),Mental health services,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,5585.0,4533.0,2603.0,1658.0,498.0,511.0,265.0,279.0,15381.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Family/relationship assistance,,,Support needs of clients; summary (closed support periods),Family services,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,74.8,77.4,80.1,84.1,96.8,79.4,83.8,82.8,79.7
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Family/relationship assistance,,,Support needs of clients; summary (closed support periods),Family services,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,25.2,22.6,19.9,15.9,3.2,20.6,16.2,17.2,20.3
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Family/relationship assistance,,,Support needs of clients; summary (closed support periods),Family services,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,35.1,44.0,38.4,34.1,34.4,50.4,36.3,34.0,38.5
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Family/relationship assistance,,,Support needs of clients; summary (closed support periods),Family services,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,21.8,17.8,18.5,24.6,45.3,12.3,16.8,15.6,21.5
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Family/relationship assistance,,,Support needs of clients; summary (closed support periods),Family services,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,4117.0,4658.0,1971.0,2339.0,1048.0,373.0,333.0,512.0,15028.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Disability services,,,Support needs of clients; summary (closed support periods),Disability services,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,53.0,52.0,61.5,76.2,79.4,47.6,73.6,65.6,57.1
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Disability services,,,Support needs of clients; summary (closed support periods),Disability services,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,47.0,48.0,38.5,23.8,20.6,52.4,26.4,34.4,42.9
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Disability services,,,Support needs of clients; summary (closed support periods),Disability services,Provided only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,22.2,30.7,28.7,43.0,5.9,34.1,9.4,21.9,27.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Disability services,,,Support needs of clients; summary (closed support periods),Disability services,Referred only,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,21.3,12.1,20.6,23.2,73.5,6.1,56.6,10.9,19.7
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Disability services,,,Support needs of clients; summary (closed support periods),Disability services,Total clients for whom need was identified,,,,AIHW (unpublished) Specialist Homelessness Services Collection,no.,708.0,561.0,296.0,151.0,34.0,82.0,53.0,64.0,1895.0
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Drug/alcohol counselling,,,Support needs of clients; summary (closed support periods),Drug/alcohol assistance,Provided and/or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,58.6,60.9,65.7,66.8,81.2,67.3,46.5,64.0,62.7
19A.12,2018-19,Addressing client needs,All ages,All people,All areas,Drug/alcohol counselling,,,Support needs of clients; summary (closed support periods),Drug/alcohol assistance,Not provided or referred,,,,AIHW (unpublished) Specialist Homelessness Services Collection,%,41.4,39.1,34.3,33.2,18.8,32.7,53.5,36.0,37.3
