DATE,STATE,MONTH,CLIENT GROUP,MEASURE,VALUE
2020-01-31,Vic,Jan20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6590050.0
2020-01-31,Vic,Jan20,Number of clients who are at risk of homelessness,population,6590050.0
2020-01-31,Vic,Jan20,Number of clients who are homeless,population,6590050.0
2020-01-31,Vic,Jan20,Number of clients who have experienced family and domestic violence,population,6590050.0
2020-01-31,Vic,Jan20,Number of clients with a current mental health issue,population,6590050.0
2020-01-31,Vic,Jan20,Number of clients with problematic drug or alcohol issues,population,6590050.0
2020-01-31,Vic,Jan20,Number of indigenous clients,population,6590050.0
2020-01-31,Vic,Jan20,Number of nights in short-term/emergency accommodation,population,6590050.0
2021-01-31,Vic,Jan21,Number of clients accommodated in short-term/emergency accommodation,population,6567195.0
2021-01-31,Vic,Jan21,Number of clients financially assisted with payments for short term/emergency accommodation,population,6567195.0
2021-01-31,Vic,Jan21,Number of clients who are at risk of homelessness,population,6567195.0
2021-01-31,Vic,Jan21,Number of clients who are homeless,population,6567195.0
2021-01-31,Vic,Jan21,Number of clients who have experienced family and domestic violence,population,6567195.0
2021-01-31,Vic,Jan21,Number of clients with a current mental health issue,population,6567195.0
2021-01-31,Vic,Jan21,Number of clients with problematic drug or alcohol issues,population,6567195.0
2021-01-31,Vic,Jan21,Number of indigenous clients,population,6567195.0
2021-01-31,Vic,Jan21,Number of nights in short-term/emergency accommodation,population,6567195.0
2022-01-31,Vic,Jan22,Number of clients accommodated in short-term/emergency accommodation,population,6566092.0
2022-01-31,Vic,Jan22,Number of clients financially assisted with payments for short term/emergency accommodation,population,6566092.0
2022-01-31,Vic,Jan22,Number of clients who are at risk of homelessness,population,6566092.0
2022-01-31,Vic,Jan22,Number of clients who are homeless,population,6566092.0
2022-01-31,Vic,Jan22,Number of clients who have experienced family and domestic violence,population,6566092.0
2022-01-31,Vic,Jan22,Number of clients with a current mental health issue,population,6566092.0
2022-01-31,Vic,Jan22,Number of clients with problematic drug or alcohol issues,population,6566092.0
2022-01-31,Vic,Jan22,Number of indigenous clients,population,6566092.0
2022-01-31,Vic,Jan22,Number of nights in short-term/emergency accommodation,population,6566092.0
2023-01-31,Vic,Jan23,Number of clients accommodated in short-term/emergency accommodation,population,6713075.0
2023-01-31,Vic,Jan23,Number of clients financially assisted with payments for short term/emergency accommodation,population,6713075.0
2023-01-31,Vic,Jan23,Number of clients who are at risk of homelessness,population,6713075.0
2023-01-31,Vic,Jan23,Number of clients who are homeless,population,6713075.0
2023-01-31,Vic,Jan23,Number of clients who have experienced family and domestic violence,population,6713075.0
2023-01-31,Vic,Jan23,Number of clients with a current mental health issue,population,6713075.0
2023-01-31,Vic,Jan23,Number of clients with problematic drug or alcohol issues,population,6713075.0
2023-01-31,Vic,Jan23,Number of indigenous clients,population,6713075.0
2023-01-31,Vic,Jan23,Number of nights in short-term/emergency accommodation,population,6713075.0
2017-07-31,Vic,Jul17,Number of clients accommodated in short-term/emergency accommodation,population,6302608.0
2017-07-31,Vic,Jul17,Number of clients financially assisted with payments for short term/emergency accommodation,population,6302608.0
2017-07-31,Vic,Jul17,Number of clients who are at risk of homelessness,population,6302608.0
2017-07-31,Vic,Jul17,Number of clients who are homeless,population,6302608.0
2017-07-31,Vic,Jul17,Number of clients who have experienced family and domestic violence,population,6302608.0
2017-07-31,Vic,Jul17,Number of clients with a current mental health issue,population,6302608.0
2017-07-31,Vic,Jul17,Number of clients with problematic drug or alcohol issues,population,6302608.0
2017-07-31,Vic,Jul17,Number of indigenous clients,population,6302608.0
2017-07-31,Vic,Jul17,Number of nights in short-term/emergency accommodation,population,6302608.0
2018-07-31,Vic,Jul18,Number of clients accommodated in short-term/emergency accommodation,population,6423038.0
2018-07-31,Vic,Jul18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6423038.0
2018-07-31,Vic,Jul18,Number of clients who are at risk of homelessness,population,6423038.0
2018-07-31,Vic,Jul18,Number of clients who are homeless,population,6423038.0
2018-07-31,Vic,Jul18,Number of clients who have experienced family and domestic violence,population,6423038.0
2018-07-31,Vic,Jul18,Number of clients with a current mental health issue,population,6423038.0
2018-07-31,Vic,Jul18,Number of clients with problematic drug or alcohol issues,population,6423038.0
2018-07-31,Vic,Jul18,Number of indigenous clients,population,6423038.0
2018-07-31,Vic,Jul18,Number of nights in short-term/emergency accommodation,population,6423038.0
2019-07-31,Vic,Jul19,Number of clients accommodated in short-term/emergency accommodation,population,6537305.0
2019-07-31,Vic,Jul19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6537305.0
2019-07-31,Vic,Jul19,Number of clients who are at risk of homelessness,population,6537305.0
2019-07-31,Vic,Jul19,Number of clients who are homeless,population,6537305.0
2019-07-31,Vic,Jul19,Number of clients who have experienced family and domestic violence,population,6537305.0
2019-07-31,Vic,Jul19,Number of clients with a current mental health issue,population,6537305.0
2019-07-31,Vic,Jul19,Number of clients with problematic drug or alcohol issues,population,6537305.0
2019-07-31,Vic,Jul19,Number of indigenous clients,population,6537305.0
2019-07-31,Vic,Jul19,Number of nights in short-term/emergency accommodation,population,6537305.0
2020-07-31,Vic,Jul20,Number of clients accommodated in short-term/emergency accommodation,population,6615046.0
2020-07-31,Vic,Jul20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6615046.0
2020-07-31,Vic,Jul20,Number of clients who are at risk of homelessness,population,6615046.0
2020-07-31,Vic,Jul20,Number of clients who are homeless,population,6615046.0
2020-07-31,Vic,Jul20,Number of clients who have experienced family and domestic violence,population,6615046.0
2020-07-31,Vic,Jul20,Number of clients with a current mental health issue,population,6615046.0
2020-07-31,Vic,Jul20,Number of clients with problematic drug or alcohol issues,population,6615046.0
2020-07-31,Vic,Jul20,Number of indigenous clients,population,6615046.0
2020-07-31,Vic,Jul20,Number of nights in short-term/emergency accommodation,population,6615046.0
2021-07-31,Vic,Jul21,Number of clients accommodated in short-term/emergency accommodation,population,6547822.0
2021-07-31,Vic,Jul21,Number of clients financially assisted with payments for short term/emergency accommodation,population,6547822.0
2021-07-31,Vic,Jul21,Number of clients who are at risk of homelessness,population,6547822.0
2021-07-31,Vic,Jul21,Number of clients who are homeless,population,6547822.0
2021-07-31,Vic,Jul21,Number of clients who have experienced family and domestic violence,population,6547822.0
2021-07-31,Vic,Jul21,Number of clients with a current mental health issue,population,6547822.0
2021-07-31,Vic,Jul21,Number of clients with problematic drug or alcohol issues,population,6547822.0
2021-07-31,Vic,Jul21,Number of indigenous clients,population,6547822.0
2021-07-31,Vic,Jul21,Number of nights in short-term/emergency accommodation,population,6547822.0
2022-07-31,Vic,Jul22,Number of clients accommodated in short-term/emergency accommodation,population,6630258.0
2022-07-31,Vic,Jul22,Number of clients financially assisted with payments for short term/emergency accommodation,population,6630258.0
2022-07-31,Vic,Jul22,Number of clients who are at risk of homelessness,population,6630258.0
2022-07-31,Vic,Jul22,Number of clients who are homeless,population,6630258.0
2022-07-31,Vic,Jul22,Number of clients who have experienced family and domestic violence,population,6630258.0
2022-07-31,Vic,Jul22,Number of clients with a current mental health issue,population,6630258.0
2022-07-31,Vic,Jul22,Number of clients with problematic drug or alcohol issues,population,6630258.0
2022-07-31,Vic,Jul22,Number of indigenous clients,population,6630258.0
2022-07-31,Vic,Jul22,Number of nights in short-term/emergency accommodation,population,6630258.0
2018-06-30,Vic,Jun18,Number of clients accommodated in short-term/emergency accommodation,population,6423038.0
2018-06-30,Vic,Jun18,Number of clients financially assisted with payments for short term/emergency accommodation,population,6423038.0
2018-06-30,Vic,Jun18,Number of clients who are at risk of homelessness,population,6423038.0
2018-06-30,Vic,Jun18,Number of clients who are homeless,population,6423038.0
2018-06-30,Vic,Jun18,Number of clients who have experienced family and domestic violence,population,6423038.0
2018-06-30,Vic,Jun18,Number of clients with a current mental health issue,population,6423038.0
2018-06-30,Vic,Jun18,Number of clients with problematic drug or alcohol issues,population,6423038.0
2018-06-30,Vic,Jun18,Number of indigenous clients,population,6423038.0
2018-06-30,Vic,Jun18,Number of nights in short-term/emergency accommodation,population,6423038.0
2019-06-30,Vic,Jun19,Number of clients accommodated in short-term/emergency accommodation,population,6537305.0
2019-06-30,Vic,Jun19,Number of clients financially assisted with payments for short term/emergency accommodation,population,6537305.0
2019-06-30,Vic,Jun19,Number of clients who are at risk of homelessness,population,6537305.0
2019-06-30,Vic,Jun19,Number of clients who are homeless,population,6537305.0
2019-06-30,Vic,Jun19,Number of clients who have experienced family and domestic violence,population,6537305.0
2019-06-30,Vic,Jun19,Number of clients with a current mental health issue,population,6537305.0
2019-06-30,Vic,Jun19,Number of clients with problematic drug or alcohol issues,population,6537305.0
2019-06-30,Vic,Jun19,Number of indigenous clients,population,6537305.0
2019-06-30,Vic,Jun19,Number of nights in short-term/emergency accommodation,population,6537305.0
2020-06-30,Vic,Jun20,Number of clients accommodated in short-term/emergency accommodation,population,6615046.0
2020-06-30,Vic,Jun20,Number of clients financially assisted with payments for short term/emergency accommodation,population,6615046.0
2020-06-30,Vic,Jun20,Number of clients who are at risk of homelessness,population,6615046.0
2020-06-30,Vic,Jun20,Number of clients who are homeless,population,6615046.0
2020-06-30,Vic,Jun20,Number of clients who have experienced family and domestic violence,population,6615046.0
2020-06-30,Vic,Jun20,Number of clients with a current mental health issue,population,6615046.0
2020-06-30,Vic,Jun20,Number of clients with problematic drug or alcohol issues,population,6615046.0
2020-06-30,Vic,Jun20,Number of indigenous clients,population,6615046.0
2020-06-30,Vic,Jun20,Number of nights in short-term/emergency accommodation,population,6615046.0
2021-06-30,Vic,Jun21,Number of clients accommodated in short-term/emergency accommodation,population,6547822.0
