POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,59,0,0,0,9,3,0,96,8,0,13,0,0,0,0,5,0,25,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,7,4,0,8,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,8,34,19,88,5,3,3,23,15,0,191,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
POA6227,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9,10,36,0,0,0,3,6,0,59,0,0,8,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,3,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0,0,6,0,0,10,17,15,56,3,6,0,22,9,0,137,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,3,6,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6230,31,59,24,4,7,4,13,15,3,161,25,47,45,8,11,22,22,22,0,202,280,295,1439,50,88,59,308,203,35,2758,79,45,455,25,20,16,110,130,12,874,43,39,38,4,8,7,35,40,3,217,26,332,25,46,7,3,17,14,0,472,43,199,21,22,0,11,25,13,0,337,207,166,89,33,81,67,66,63,9,782,32,107,18,124,21,27,40,38,3,416,15,29,19,19,8,9,9,17,5,122,35,10,109,17,9,11,52,38,5,278,3,0,0,0,0,0,3,4,0,10,14,19,26,5,6,5,26,18,6,117,21,9,74,11,3,14,54,30,35,252,836,1348,2406,370,272,247,776,645,113,7020,13,61,51,9,18,5,3,13,0,165,3,8,7,13,13,0,0,5,0,55,13,29,34,13,22,11,15,19,4,161,4,18,11,7,22,15,0,6,0,84,13,26,23,10,13,10,4,21,0,126
POA6232,3,8,5,0,0,0,0,5,0,34,5,15,16,3,0,3,8,8,0,54,51,64,514,14,24,17,104,45,13,848,17,9,111,5,8,0,38,33,0,216,14,4,6,6,4,0,7,15,0,50,4,35,5,10,0,0,0,4,0,68,6,30,0,4,3,4,8,0,0,59,30,33,12,5,17,9,30,13,4,155,6,19,5,32,4,4,9,9,0,90,4,0,0,0,0,9,3,0,0,21,8,3,22,0,3,8,22,17,0,76,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,10,0,0,27,6,6,18,4,6,4,10,12,9,78,155,228,742,74,71,58,245,160,41,1773,0,11,7,4,5,0,0,4,0,31,0,0,3,3,4,3,0,0,0,21,0,14,9,4,5,3,10,0,0,48,0,7,3,0,5,0,0,0,0,16,0,8,5,0,5,0,0,4,0,20
POA6233,11,9,11,4,5,0,3,5,0,51,9,19,24,4,3,8,12,13,0,85,111,160,965,26,45,24,171,90,25,1611,31,8,207,10,9,9,73,62,4,414,17,22,19,0,0,3,18,13,0,102,9,55,11,19,4,0,16,10,0,137,22,76,9,6,3,0,17,6,0,143,73,67,47,15,37,19,44,16,6,318,14,19,10,53,3,9,15,14,0,137,3,11,5,0,0,3,3,5,0,37,10,7,41,8,4,14,42,18,0,149,0,0,0,0,0,0,0,0,0,3,7,11,20,6,6,0,29,6,0,83,14,7,32,0,5,3,23,14,17,110,342,463,1403,144,132,99,458,278,62,3377,4,39,18,7,4,5,4,0,0,81,6,9,5,0,6,4,0,7,0,28,7,15,37,8,4,0,11,8,3,93,0,12,6,4,3,0,0,0,0,24,3,13,8,4,9,5,7,7,3,62
POA6236,4,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,5,31,14,96,4,5,0,37,10,3,202,3,0,15,0,0,0,5,5,0,35,16,3,0,0,0,6,5,11,0,35,3,5,0,6,0,0,0,0,0,9,0,3,4,0,0,0,0,0,0,14,23,10,7,0,0,5,3,3,4,45,0,5,0,3,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,0,0,3,0,0,3,14,102,57,126,11,8,15,52,36,9,419,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,6,5,3,0,5,0,0,0,0,9
POA6237,3,7,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,5,22,12,119,3,3,3,26,14,0,199,7,0,28,0,0,0,11,11,0,59,6,3,0,0,0,0,6,5,0,30,3,24,0,0,0,0,3,0,0,27,3,11,0,0,0,0,6,4,0,21,10,10,4,0,5,7,6,4,4,42,3,6,4,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,8,3,0,0,3,0,3,15,67,75,167,21,9,14,59,39,6,446,0,5,3,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,6,0,17
POA6239,6,3,3,0,0,0,0,3,0,21,0,7,3,0,0,0,0,0,0,9,31,21,162,7,10,4,40,18,8,295,5,3,32,4,0,0,9,7,0,60,12,0,11,4,4,3,4,3,0,48,0,10,0,4,0,0,0,0,0,23,3,9,4,0,0,0,5,4,0,24,12,5,8,0,7,0,5,5,0,46,6,3,3,9,0,0,0,9,0,42,0,3,3,0,0,0,5,4,0,14,4,0,15,0,0,0,8,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,0,14,3,0,4,0,0,0,8,10,7,28,100,76,246,36,23,12,89,59,14,655,0,6,5,0,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,3,10,9,0,3,0,0,0,4,0,25
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,0,0,0,0,3,0,29,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,5,36,0,0,0,5,6,0,69,10,0,6,0,0,0,0,5,0,19,37,0,8,0,0,0,4,5,0,49,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,13,10,0,0,0,0,3,0,0,0,22,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,0,0,0,7,83,17,51,0,9,9,18,22,0,202,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,3,4,0,20
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,0,5,6,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,9,6,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6253,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,8,0,0,27,4,0,6,0,0,0,0,0,0,9,4,0,3,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,0,0,0,14,4,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,33,17,30,3,3,3,13,11,0,110,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,21,0,0,0,4,4,0,35,0,0,7,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,9,29,0,0,0,13,8,0,72,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
POA6255,7,7,0,0,0,0,0,7,0,24,0,3,5,4,0,0,0,0,0,13,27,22,122,6,9,8,38,21,5,249,14,5,28,0,3,0,18,8,0,77,21,4,4,3,0,0,5,13,0,49,3,24,0,0,0,0,0,0,0,29,3,16,0,0,0,0,4,0,0,27,24,5,8,0,0,3,7,5,0,50,7,7,0,0,0,0,0,0,0,21,3,7,3,0,0,5,5,0,0,20,0,0,11,0,0,0,3,5,0,24,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,0,0,11,4,3,5,0,0,0,8,0,4,23,112,95,190,19,17,18,91,52,16,616,4,7,8,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,3,4,0,11,4,0,0,0,34
POA6256,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,4,0,0,23,3,0,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,9,26,3,5,3,4,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
POA6258,6,7,4,0,0,0,0,0,0,18,0,5,0,0,0,0,3,0,0,17,47,18,155,8,3,4,41,33,3,315,23,0,59,0,0,4,4,14,0,109,46,21,21,8,6,6,14,17,4,131,0,17,3,6,0,0,3,0,0,35,7,16,6,0,4,0,4,0,0,44,15,8,7,3,0,5,5,9,0,53,5,10,4,9,0,3,3,6,0,43,5,4,0,0,0,0,0,4,0,16,10,0,13,0,0,0,4,9,3,43,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,13,0,0,11,0,0,0,11,10,6,36,179,104,281,47,15,30,91,102,12,866,7,10,3,4,0,0,0,0,0,27,0,0,0,0,4,0,0,0,0,4,3,0,3,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,16,4,0,4,8,3,0,9,0,52
POA6260,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,13,0,21,0,0,0,7,7,0,56,6,0,4,0,0,0,0,0,0,13,11,4,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,17,8,4,0,0,0,0,0,0,0,24,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,0,0,3,0,3,5,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,15,64,20,35,11,4,3,15,31,3,194,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA6262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,3,0,0,0,0,39,3,0,3,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,31,8,25,6,3,3,7,8,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
POA6271,3,5,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,26,17,102,3,6,0,22,22,0,200,0,0,38,0,0,0,6,15,0,69,9,3,7,0,3,0,0,4,0,35,6,4,4,0,0,0,0,0,0,15,4,16,0,3,0,0,3,0,0,22,12,9,3,0,4,4,0,4,3,39,0,9,0,14,0,0,0,7,0,29,0,0,3,0,0,0,0,3,0,9,0,0,8,3,0,0,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,5,3,0,0,3,0,4,3,17,59,72,177,29,18,12,50,64,10,498,0,0,6,0,5,0,0,3,0,14,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,8,0,4,3,0,3,0,0,0,0,10,0,0,0,3,0,3,0,3,0,15
POA6275,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,11,6,29,5,0,0,10,8,4,67,10,0,8,0,0,0,0,0,0,23,12,0,5,0,0,0,0,3,0,23,0,8,0,0,0,0,0,0,0,12,0,4,0,0,0,0,3,0,0,12,4,0,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,16,46,27,54,13,7,0,20,28,4,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6280,27,55,11,10,0,0,0,8,5,116,14,22,14,15,5,17,0,18,0,100,158,100,754,31,43,37,199,133,23,1482,81,15,406,24,15,18,79,66,11,715,94,23,67,6,7,3,36,49,10,292,21,135,15,33,4,3,10,7,3,236,43,108,11,23,4,6,9,5,6,218,145,118,42,33,39,57,35,52,10,533,31,47,19,53,12,11,7,20,0,206,19,26,18,10,0,3,4,14,0,93,47,9,162,19,11,10,34,33,3,321,0,0,0,3,0,3,0,0,0,11,13,7,17,8,0,0,5,9,4,65,13,7,41,3,5,6,29,25,19,148,701,665,1581,263,154,189,453,436,89,4523,16,40,20,5,16,3,0,14,6,119,3,5,4,0,13,4,0,0,0,28,9,13,9,5,7,8,0,11,0,60,4,21,9,4,9,0,0,0,0,53,18,21,16,8,17,16,4,23,0,114
POA6281,4,32,10,3,5,0,5,12,0,71,6,7,3,0,0,0,0,3,0,18,43,55,210,6,8,10,31,39,9,411,46,5,160,3,3,0,13,26,5,267,24,10,18,3,0,0,6,13,0,79,5,54,6,8,0,0,6,4,0,82,5,36,6,3,0,3,0,10,0,62,63,52,20,9,5,24,5,19,7,207,16,25,5,19,0,4,3,13,4,84,5,16,5,3,0,0,0,9,0,39,20,0,56,9,4,4,9,3,0,103,0,0,0,0,0,0,0,0,0,3,5,0,5,3,0,0,6,0,0,19,13,4,18,0,0,11,4,5,4,58,255,295,528,66,33,63,86,146,24,1501,6,25,3,3,9,3,0,0,0,55,0,0,0,0,4,0,0,0,0,8,4,0,10,4,0,7,3,0,0,23,7,8,4,0,0,0,0,0,0,18,14,7,11,5,3,3,0,0,0,43
