POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA6211,10,19,0,7,0,0,0,0,0,34,0,12,0,0,0,0,0,0,0,16,20,172,11,27,37,9,0,14,0,287,0,0,0,0,0,0,0,0,0,0,9,22,6,22,22,9,0,3,0,80,14,21,17,40,31,10,7,3,0,135,20,12,47,123,56,44,21,26,6,345,6,0,0,7,15,0,0,8,0,36,8,0,6,16,9,10,0,3,0,49,0,3,0,0,3,3,0,0,0,12,3,3,3,9,7,8,0,4,5,43,85,286,95,258,183,80,29,57,14,1098,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,17,24,0,10,6,0,0,0,0,68,0,3,0,0,0,0,0,0,0,9,12,23,0,10,0,0,0,0,0,45,5,18,0,0,0,0,0,0,0,19,58,251,18,30,39,11,8,17,6,432,0,0,0,0,0,0,0,0,0,5
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,3,0,0,11,4,0,4,12,4,0,5,0,0,28,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,8,23,9,0,4,6,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,4,3,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,9,5,7,4,8,0,0,3,0,28,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,15,19,12,15,21,0,0,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
POA6215,0,8,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,4,56,7,6,12,0,0,8,0,96,0,0,0,0,0,0,0,0,0,3,8,5,3,14,9,0,0,0,0,38,9,6,8,15,7,4,0,3,0,48,12,7,30,54,36,16,11,16,3,188,0,0,6,0,11,0,4,9,0,29,3,0,3,3,5,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,6,4,0,4,4,3,0,5,5,34,48,96,60,109,79,25,24,43,12,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,3,14,76,11,14,12,4,0,3,0,134,0,0,0,0,0,0,0,0,0,3
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,4,3,4,3,9,3,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,12,5,8,3,13,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
POA6219,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,4,0,0,0,0,0,9,4,5,5,11,8,0,0,5,0,37,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,3,19,9,5,4,6,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
POA6220,3,8,0,4,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,9,23,60,6,13,11,0,3,39,3,162,0,0,0,0,0,0,0,0,0,0,3,6,4,8,3,0,0,0,0,27,5,3,0,11,6,4,3,7,4,47,14,18,32,43,41,19,6,28,0,194,3,0,0,3,8,0,0,8,0,24,0,4,6,6,3,0,0,0,0,18,0,0,0,0,0,0,0,6,0,8,6,0,0,6,4,0,0,0,3,21,55,117,58,94,84,26,15,100,12,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,5,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,3,3,0,26,0,3,0,0,0,0,0,0,0,7,34,79,26,21,11,6,12,80,6,277,0,0,0,0,0,0,0,0,0,0
POA6221,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,9,10,6,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,16,0,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
POA6223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,7,10,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
POA6224,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,0,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,13,0,4,0,6,0,0,0,0,0,17,6,0,13,28,5,4,5,3,0,71,0,0,0,0,6,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,29,12,46,19,7,3,7,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,20,0,4,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
POA6225,0,18,0,6,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,6,13,123,9,11,3,3,0,3,3,171,0,0,0,0,0,0,0,0,0,0,5,13,5,23,9,0,0,0,0,49,12,9,6,41,21,0,11,6,0,115,29,16,63,158,89,37,34,34,3,462,3,0,4,13,16,15,0,9,0,59,3,4,0,13,12,5,0,0,0,45,0,0,0,0,0,0,0,4,0,8,0,0,3,8,3,5,0,4,0,33,74,212,88,267,163,61,52,70,12,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,3,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,23,0,6,4,0,4,0,0,36,0,6,0,0,0,0,0,0,0,9,30,164,12,11,7,6,9,3,3,243,0,0,0,0,0,0,0,0,0,3
POA6226,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,30,0,0,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,11,0,0,4,4,3,0,0,0,0,12,4,5,6,15,13,0,0,4,0,48,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,14,29,35,0,0,3,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,0,7,8,36,0,5,7,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
POA6227,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,19,0,8,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,6,0,0,0,0,13,0,3,6,16,17,3,0,4,4,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,33,7,27,29,5,0,3,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,29,0,6,6,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
POA6230,29,178,0,42,17,4,0,9,0,278,13,61,0,7,6,0,0,0,0,82,155,1273,52,185,179,49,9,98,13,2006,0,0,0,0,0,0,0,0,0,7,47,119,26,93,63,19,3,18,4,393,70,91,62,254,143,44,12,43,4,722,134,140,264,721,471,244,60,174,22,2235,19,10,18,67,75,57,11,51,3,312,15,12,14,69,93,33,9,26,0,265,0,20,10,8,19,4,6,11,0,71,8,21,7,30,32,18,3,30,30,180,550,2183,456,1499,1123,477,113,457,78,6945,4,21,0,0,0,0,0,0,0,27,16,104,0,0,0,0,0,0,0,128,99,354,22,31,40,3,14,18,3,586,3,16,0,0,5,0,0,0,0,24,51,251,4,51,20,6,0,11,0,398,26,78,6,5,7,0,0,6,4,126,352,1916,165,253,241,77,64,155,21,3247,0,0,0,0,0,0,0,0,0,8
POA6232,3,30,0,9,12,0,0,0,0,45,0,13,0,0,0,0,0,0,0,15,24,232,17,27,35,10,6,10,6,373,0,0,0,0,0,0,0,0,0,5,12,20,3,28,12,4,0,3,0,91,11,28,6,74,37,15,5,4,7,189,38,50,66,210,151,81,23,44,9,668,8,0,8,13,22,21,5,9,0,92,5,8,3,22,17,14,0,4,0,69,0,0,0,6,0,0,0,3,0,8,7,4,0,12,13,10,0,9,3,51,121,413,113,405,306,151,36,97,23,1662,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,11,38,0,6,4,0,4,4,0,71,0,0,0,0,0,0,0,0,0,6,3,39,0,9,9,0,0,0,0,58,4,18,0,0,0,0,0,0,0,23,51,343,31,43,49,19,18,20,5,581,0,0,0,0,0,0,0,0,0,5
POA6233,7,76,0,16,6,4,0,0,0,111,6,20,0,3,8,0,0,0,0,32,64,503,12,65,85,28,0,26,0,783,0,0,0,0,0,0,0,0,0,0,18,50,6,30,31,14,3,5,0,158,31,50,37,121,97,24,4,18,3,391,59,56,155,361,272,110,46,67,18,1141,10,10,7,29,44,31,6,17,3,159,3,8,3,51,32,15,5,13,0,127,3,0,4,0,3,7,0,0,3,23,3,10,0,18,9,14,0,9,9,81,224,863,239,710,596,236,64,158,32,3133,4,13,0,0,0,0,0,0,0,14,5,22,0,0,0,0,0,0,0,27,30,107,10,12,5,8,3,0,0,175,0,6,0,0,0,0,0,0,0,15,12,99,3,18,8,4,0,0,0,148,7,21,0,3,6,0,0,0,0,44,145,712,62,81,95,34,24,50,4,1196,0,0,0,0,4,0,0,0,0,7
POA6236,4,10,0,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0,10,21,81,4,7,10,4,4,4,0,128,0,0,0,0,0,0,0,0,0,0,4,7,0,10,11,0,0,0,0,31,3,0,0,12,7,0,0,4,0,38,10,4,15,29,28,9,7,9,0,115,3,0,0,0,5,0,0,0,0,16,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,13,50,121,23,63,66,17,9,22,4,374,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,17,5,8,0,0,0,0,0,0,0,13,46,112,4,14,9,3,3,6,0,201,0,0,0,0,0,0,0,0,0,0
POA6237,5,13,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,14,87,9,12,15,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,8,8,0,5,12,0,0,0,0,34,6,12,0,10,14,0,0,3,0,43,12,8,17,33,39,10,4,10,3,140,0,0,0,4,0,0,0,4,0,18,3,0,0,3,10,5,0,6,0,24,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,3,22,48,145,27,80,92,18,11,22,5,449,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,3,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,21,0,0,5,0,0,0,0,26,0,3,0,0,0,0,0,0,0,3,30,121,11,8,22,7,4,0,0,192,0,0,0,0,0,0,0,0,0,0
POA6239,4,17,0,8,0,0,0,0,0,30,0,4,0,0,0,0,0,0,0,5,22,110,7,6,15,5,0,10,3,184,0,0,0,0,0,0,0,0,0,5,13,11,6,9,11,3,0,0,0,54,9,8,8,10,11,0,0,4,0,63,23,9,19,62,39,13,9,24,0,201,6,3,0,10,5,8,0,12,0,36,0,0,0,11,8,4,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,3,0,9,5,5,0,5,3,25,89,203,38,123,97,37,10,56,14,661,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,8,21,0,0,0,0,0,0,0,28,0,7,0,0,0,0,0,0,0,7,3,22,0,13,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,12,43,140,10,11,20,6,6,19,4,265,0,0,0,0,0,0,0,0,0,5
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,27,0,7,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,11,0,0,5,6,0,0,0,0,18,9,4,0,4,3,0,0,4,0,24,3,5,4,13,13,3,6,11,0,64,3,0,0,0,4,5,0,0,0,7,5,0,0,0,7,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,50,42,13,24,38,12,13,15,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,39,32,4,9,4,0,4,0,0,104,0,0,0,0,0,0,0,0,0,0
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,3,9,12,0,0,10,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0
