POA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,8,10,14,4,0,0,4,0,36,0,0,0,0,0,0,0,0,14,19,5,4,0,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,19,7,7,0,4,0,48
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8
POA6468,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,29
POA6470,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,9,4,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,11,4,9,0,0,0,0,23
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,18
POA6475,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,0,3,5,0,0,0,0,7,16,13,7,0,0,0,0,37,0,0,0,0,0,0,0,0,16,15,12,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,12,21,11,4,0,0,0,54
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,15,8,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,16,15,3,0,0,0,0,34
POA6479,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,7,6,0,0,0,0,10,28,21,12,3,3,0,0,74,0,0,0,0,0,0,0,0,28,31,20,3,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,10,0,0,0,0,0,0,0,0,0,5,4,0,5,0,0,15,31,31,22,8,9,0,0,101
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA6485,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,5,5,0,0,0,24,0,0,0,0,0,0,0,0,8,10,5,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,4,0,0,17,0,0,0,0,0,0,0,0,5,3,6,5,4,0,0,23,13,14,12,10,3,0,0,54
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8
POA6488,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,9,6,0,9,5,5,0,0,19
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,5,5,0,0,0,0,17,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,8,13,5,3,0,0,0,28
POA6501,4,0,0,0,3,0,0,9,7,4,0,0,0,0,0,17,10,5,5,0,0,0,0,18,19,25,23,10,17,3,0,100,0,0,0,0,0,0,0,5,40,31,32,13,21,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,5,3,0,0,16,0,0,0,0,0,0,0,0,8,5,0,8,4,0,0,24,47,37,34,18,27,3,0,166
POA6502,0,0,8,3,8,0,0,14,5,4,0,0,0,0,0,5,11,4,0,0,0,0,0,14,25,27,23,10,6,0,0,107,0,0,0,0,0,0,0,0,39,37,29,15,19,3,0,145,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,4,6,0,0,35,0,0,0,0,0,0,0,0,10,14,14,4,6,0,0,46,46,49,44,20,24,3,0,190
POA6503,12,9,11,10,16,0,3,64,9,15,6,4,3,0,0,33,10,7,10,4,4,0,0,30,68,74,44,26,36,3,0,245,0,0,0,0,0,0,0,0,97,105,72,43,52,4,3,373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,4,16,11,10,7,10,0,0,47,3,0,0,0,0,0,0,8,14,18,16,6,12,0,0,65,109,122,86,49,67,4,3,441
POA6504,0,0,0,0,4,0,0,6,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,10,7,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,13,3,5,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,4,0,0,27
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,5,0,0,0,0,22,0,0,0,0,0,0,0,0,11,13,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,0,0,0,0,29
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
POA6507,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6,22,26,3,4,0,0,0,55,0,0,0,0,0,0,0,0,22,28,10,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,22,31,9,4,0,0,0,71
POA6509,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,21
POA6510,3,3,0,5,4,0,0,21,0,0,3,4,0,0,0,9,3,4,0,3,5,0,0,25,55,59,38,18,16,4,0,188,0,0,0,0,0,0,0,0,69,73,42,32,20,4,0,247,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,20,31,17,12,5,0,0,77,0,0,0,0,0,0,0,4,25,38,20,12,9,0,0,99,92,109,56,45,28,3,0,345
POA6511,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,18,5,3,0,0,0,44,0,0,0,0,0,0,0,0,22,18,7,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,20,22,7,6,3,0,0,59
POA6512,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,7,11,8,0,0,0,0,27,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,12,9,10,8,4,0,0,0,33
POA6514,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,9,11,3,12,7,0,0,40,0,0,0,0,0,0,0,0,15,17,9,7,9,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,19,19,12,14,7,0,0,61
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,11,7,5,0,0,0,0,31,0,0,0,0,0,0,0,0,22,16,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13,24,16,6,0,0,0,0,48
POA6516,4,3,4,3,0,0,0,10,4,4,3,5,5,4,0,22,3,0,4,0,0,0,0,16,49,53,28,10,20,0,0,162,0,0,0,0,0,0,0,3,64,64,38,17,23,3,0,211,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,7,0,0,0,0,0,0,0,0,9,18,9,10,8,0,0,61,0,0,0,0,0,0,0,0,9,22,9,12,11,0,0,69,81,90,52,33,38,3,0,282
POA6517,5,0,0,0,0,0,0,5,3,4,0,0,0,0,0,4,0,0,3,0,0,0,0,4,14,12,3,0,0,0,0,32,0,0,0,0,0,0,0,0,20,13,3,4,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,21,19,3,4,5,0,0,49
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,8,5,0,0,0,0,15
POA6519,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,9,20,23,7,0,3,0,0,60,0,0,0,0,0,0,0,0,29,31,10,0,10,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,14,0,0,0,0,0,0,0,4,3,8,0,5,4,0,0,24,33,41,10,5,11,0,0,97
POA6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,20,13,4,0,0,0,0,33,0,0,0,0,0,0,0,0,19,11,4,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,12,6,3,0,0,0,43
POA6522,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,20,27,4,0,0,0,0,54,0,0,0,0,0,0,0,0,33,25,4,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,31,30,4,0,0,0,0,71
POA6525,3,3,4,8,0,0,0,18,8,7,7,7,10,0,0,33,4,11,3,8,0,0,0,31,75,101,72,60,51,9,0,366,0,0,0,0,0,0,0,0,87,125,86,69,64,6,0,445,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,13,7,4,0,4,0,0,0,11,16,24,24,19,18,0,0,103,0,0,0,6,3,0,0,10,22,28,30,29,26,0,0,137,117,156,119,102,90,6,0,586
POA6528,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,16,21,10,4,9,0,0,54,0,0,0,0,0,0,0,0,17,26,9,3,9,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,22,9,3,5,0,0,68
POA6530,153,204,128,75,90,13,11,681,76,97,67,37,36,10,5,322,121,99,54,42,50,0,0,364,991,1014,636,410,461,45,9,3566,10,8,3,0,0,0,0,18,1352,1426,887,562,634,66,27,4948,12,24,24,10,18,0,0,87,25,37,33,18,22,3,4,145,12,20,15,12,26,5,0,91,291,424,305,205,202,17,6,1447,6,23,7,14,0,0,0,48,351,526,386,256,273,25,9,1818,1697,1949,1275,822,903,88,36,6764
POA6532,25,19,21,11,18,0,0,102,18,21,16,7,13,0,0,78,26,28,8,16,21,0,0,96,304,324,163,111,146,15,4,1068,0,0,0,0,0,0,0,6,376,396,206,152,196,19,5,1348,0,0,0,4,0,0,0,8,5,19,6,3,4,0,0,31,5,4,3,3,7,0,0,21,31,63,39,28,27,0,0,187,0,5,0,0,0,0,0,6,37,85,63,38,38,0,0,257,413,479,263,187,234,21,9,1607
POA6535,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,4,11,8,5,0,0,0,0,21,37,63,26,13,15,0,0,154,0,0,0,0,0,0,0,0,51,83,34,20,12,0,0,197,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,9,11,6,0,0,0,34,0,0,0,0,0,0,0,5,10,15,14,11,0,0,0,43,54,92,45,23,18,0,0,235
POA6536,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,4,5,7,0,5,0,0,0,20,34,33,19,14,5,0,0,101,0,0,0,0,0,0,0,4,47,45,25,12,10,0,0,145,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,10,7,0,9,0,0,30,0,0,0,0,0,0,0,0,8,10,9,5,9,0,0,35,46,52,32,20,19,0,0,175
POA6537,0,3,0,0,0,0,0,6,4,0,3,0,0,0,0,7,11,5,0,0,0,0,0,20,24,38,10,6,4,0,0,77,0,0,0,0,0,0,0,0,35,43,21,3,5,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,6,9,8,0,4,0,0,21,44,51,23,9,6,0,0,132
POA6556,7,10,10,8,12,8,3,51,8,4,6,11,9,0,0,39,7,10,0,4,9,0,0,23,61,46,40,29,49,7,3,231,0,3,0,0,0,0,0,7,84,73,57,49,71,11,5,353,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,5,0,0,3,5,5,0,0,11,6,8,8,10,10,0,0,41,0,0,0,0,0,0,0,0,7,10,16,16,18,0,0,67,87,84,74,67,87,11,3,415
POA6558,0,4,3,3,5,0,0,23,0,8,0,0,5,0,0,21,0,3,5,0,0,0,0,15,7,14,21,5,13,5,0,67,0,0,0,0,0,0,0,0,18,34,29,11,26,3,0,120,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,0,3,0,0,20,0,0,0,0,0,0,0,0,5,7,3,0,5,3,0,30,23,35,34,16,33,8,0,148
POA6560,0,8,8,3,8,0,0,19,7,8,0,0,0,0,0,11,0,4,0,0,3,0,0,11,29,47,29,19,15,0,0,144,0,5,0,0,0,0,0,5,42,67,34,25,22,4,3,194,0,0,4,0,0,0,0,3,0,3,0,3,0,0,0,8,0,0,0,0,3,0,0,3,10,15,5,4,11,0,0,53,3,0,0,0,0,0,0,5,20,22,13,10,16,0,0,76,57,85,43,35,38,3,3,266
POA6562,0,6,3,0,4,0,0,9,4,4,3,4,0,0,0,27,3,5,3,0,4,0,0,21,45,50,30,18,23,4,0,173,0,0,0,0,0,0,0,0,60,69,43,22,32,4,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,4,4,13,4,0,5,0,0,33,0,0,0,0,0,0,0,0,8,19,11,0,10,0,0,45,70,84,44,30,37,4,0,274
POA6564,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,3,4,0,0,31,0,0,0,0,0,0,0,0,16,9,6,10,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,0,14,0,0,0,0,0,0,0,0,0,8,4,3,4,0,0,14,13,13,11,5,7,0,0,51
POA6566,8,7,3,0,4,0,0,26,11,9,12,10,11,0,0,54,12,12,7,6,10,0,0,46,54,72,32,24,22,5,0,211,0,0,0,0,0,0,0,0,85,111,56,48,42,6,0,343,0,3,0,0,0,0,0,7,3,4,3,3,8,0,0,17,0,0,0,3,0,0,0,9,14,24,22,13,22,0,0,89,0,3,0,4,0,0,0,5,27,25,31,26,28,0,0,129,107,136,83,71,72,6,0,474
POA6567,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,4,6,9,5,7,0,0,0,25,0,0,0,0,0,0,0,0,6,17,12,8,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,15,14,19,11,9,11,0,0,61
POA6568,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,19,0,0,0,0,0,0,0,0,12,8,11,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,11,0,0,0,0,28
POA6569,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,9,16,0,3,3,0,0,32,0,0,0,0,0,0,0,0,12,17,9,7,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,25,8,7,3,0,0,50
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
